pseudo_subid,exp_cond,exp_subid,movName,lag,conditional_probability,event_condition,condition
32,Jumbled,27,3Iron,-4,0,intact,Jumbled
32,Jumbled,27,3Iron,-3,0,intact,Jumbled
32,Jumbled,27,3Iron,-2,0.052631579,intact,Jumbled
32,Jumbled,27,3Iron,-1,0,intact,Jumbled
32,Jumbled,27,3Iron,1,0.375,intact,Jumbled
32,Jumbled,27,3Iron,2,0.045454545,intact,Jumbled
32,Jumbled,27,3Iron,3,0.090909091,intact,Jumbled
32,Jumbled,27,3Iron,4,0.15,intact,Jumbled
32,Jumbled,27,3Iron,5,0,intact,Jumbled
32,Jumbled,27,3Iron,-5,0,separated,Jumbled
32,Jumbled,27,3Iron,-4,0,separated,Jumbled
32,Jumbled,27,3Iron,-3,0,separated,Jumbled
32,Jumbled,27,3Iron,-2,0,separated,Jumbled
32,Jumbled,27,3Iron,-1,0,separated,Jumbled
32,Jumbled,27,3Iron,1,0.166666667,separated,Jumbled
32,Jumbled,27,3Iron,2,0.125,separated,Jumbled
32,Jumbled,27,3Iron,3,0.142857143,separated,Jumbled
32,Jumbled,27,3Iron,4,0,separated,Jumbled
32,Jumbled,27,3Iron,5,0,separated,Jumbled
42,Jumbled,13,3Iron,-5,0,intact,Jumbled
42,Jumbled,13,3Iron,-4,0,intact,Jumbled
42,Jumbled,13,3Iron,-3,0,intact,Jumbled
42,Jumbled,13,3Iron,-2,0,intact,Jumbled
42,Jumbled,13,3Iron,-1,0,intact,Jumbled
42,Jumbled,13,3Iron,1,0.208333333,intact,Jumbled
42,Jumbled,13,3Iron,2,0.272727273,intact,Jumbled
42,Jumbled,13,3Iron,3,0.045454545,intact,Jumbled
42,Jumbled,13,3Iron,4,0.173913043,intact,Jumbled
42,Jumbled,13,3Iron,5,0.05,intact,Jumbled
42,Jumbled,13,3Iron,-5,0.2,separated,Jumbled
42,Jumbled,13,3Iron,-4,0,separated,Jumbled
42,Jumbled,13,3Iron,-3,0,separated,Jumbled
42,Jumbled,13,3Iron,-2,0,separated,Jumbled
42,Jumbled,13,3Iron,-1,0,separated,Jumbled
42,Jumbled,13,3Iron,1,0.166666667,separated,Jumbled
42,Jumbled,13,3Iron,2,0,separated,Jumbled
42,Jumbled,13,3Iron,3,0,separated,Jumbled
42,Jumbled,13,3Iron,4,0,separated,Jumbled
42,Jumbled,13,3Iron,5,0,separated,Jumbled
91,Jumbled,24,3Iron,-5,0,intact,Jumbled
91,Jumbled,24,3Iron,-4,0,intact,Jumbled
91,Jumbled,24,3Iron,-3,0,intact,Jumbled
91,Jumbled,24,3Iron,-2,0,intact,Jumbled
91,Jumbled,24,3Iron,-1,0,intact,Jumbled
91,Jumbled,24,3Iron,1,0.142857143,intact,Jumbled
91,Jumbled,24,3Iron,2,0.142857143,intact,Jumbled
91,Jumbled,24,3Iron,3,0,intact,Jumbled
91,Jumbled,24,3Iron,4,0,intact,Jumbled
91,Jumbled,24,3Iron,5,0.2,intact,Jumbled
91,Jumbled,24,3Iron,-5,0,separated,Jumbled
91,Jumbled,24,3Iron,-4,0.5,separated,Jumbled
91,Jumbled,24,3Iron,-3,0,separated,Jumbled
91,Jumbled,24,3Iron,-2,0,separated,Jumbled
91,Jumbled,24,3Iron,-1,0,separated,Jumbled
91,Jumbled,24,3Iron,1,0,separated,Jumbled
91,Jumbled,24,3Iron,2,0,separated,Jumbled
91,Jumbled,24,3Iron,3,0,separated,Jumbled
91,Jumbled,24,3Iron,4,0,separated,Jumbled
91,Jumbled,24,3Iron,5,0,separated,Jumbled
79,Full,21,3Iron,-5,0,intact,Uninterrupted
79,Full,21,3Iron,-4,0,intact,Uninterrupted
79,Full,21,3Iron,-3,0,intact,Uninterrupted
79,Full,21,3Iron,-2,0,intact,Uninterrupted
79,Full,21,3Iron,-1,0.214285714,intact,Uninterrupted
79,Full,21,3Iron,1,0.413793103,intact,Uninterrupted
79,Full,21,3Iron,2,0.166666667,intact,Uninterrupted
79,Full,21,3Iron,3,0.193548387,intact,Uninterrupted
79,Full,21,3Iron,4,0,intact,Uninterrupted
79,Full,21,3Iron,5,0.068965517,intact,Uninterrupted
79,Full,21,3Iron,-5,0,separated,Uninterrupted
79,Full,21,3Iron,-4,0,separated,Uninterrupted
79,Full,21,3Iron,-3,0,separated,Uninterrupted
79,Full,21,3Iron,-2,0.166666667,separated,Uninterrupted
79,Full,21,3Iron,-1,0,separated,Uninterrupted
79,Full,21,3Iron,1,0.75,separated,Uninterrupted
79,Full,21,3Iron,2,0.142857143,separated,Uninterrupted
79,Full,21,3Iron,3,0,separated,Uninterrupted
79,Full,21,3Iron,4,0.25,separated,Uninterrupted
79,Full,21,3Iron,5,0,separated,Uninterrupted
84,Full,19,3Iron,-5,0,intact,Uninterrupted
84,Full,19,3Iron,-4,0,intact,Uninterrupted
84,Full,19,3Iron,-3,0,intact,Uninterrupted
84,Full,19,3Iron,-2,0,intact,Uninterrupted
84,Full,19,3Iron,-1,0.153846154,intact,Uninterrupted
84,Full,19,3Iron,1,0.59375,intact,Uninterrupted
84,Full,19,3Iron,2,0.147058824,intact,Uninterrupted
84,Full,19,3Iron,3,0.029411765,intact,Uninterrupted
84,Full,19,3Iron,4,0.058823529,intact,Uninterrupted
84,Full,19,3Iron,5,0.03125,intact,Uninterrupted
84,Full,19,3Iron,-5,0,separated,Uninterrupted
84,Full,19,3Iron,-4,0,separated,Uninterrupted
84,Full,19,3Iron,-3,0,separated,Uninterrupted
84,Full,19,3Iron,-2,0,separated,Uninterrupted
84,Full,19,3Iron,-1,0,separated,Uninterrupted
84,Full,19,3Iron,1,0.5,separated,Uninterrupted
84,Full,19,3Iron,2,0.142857143,separated,Uninterrupted
84,Full,19,3Iron,3,0.125,separated,Uninterrupted
84,Full,19,3Iron,4,0,separated,Uninterrupted
84,Full,19,3Iron,5,0,separated,Uninterrupted
27,Full,28,3Iron,-5,0,intact,Uninterrupted
27,Full,28,3Iron,-4,0,intact,Uninterrupted
27,Full,28,3Iron,-3,0,intact,Uninterrupted
27,Full,28,3Iron,-2,0,intact,Uninterrupted
27,Full,28,3Iron,-1,0,intact,Uninterrupted
27,Full,28,3Iron,1,0.666666667,intact,Uninterrupted
27,Full,28,3Iron,2,0.179487179,intact,Uninterrupted
27,Full,28,3Iron,3,0.076923077,intact,Uninterrupted
27,Full,28,3Iron,4,0.052631579,intact,Uninterrupted
27,Full,28,3Iron,5,0.027027027,intact,Uninterrupted
27,Full,28,3Iron,-5,0,separated,Uninterrupted
27,Full,28,3Iron,-4,0,separated,Uninterrupted
27,Full,28,3Iron,-3,0,separated,Uninterrupted
27,Full,28,3Iron,-2,0,separated,Uninterrupted
27,Full,28,3Iron,-1,0,separated,Uninterrupted
27,Full,28,3Iron,1,0.75,separated,Uninterrupted
27,Full,28,3Iron,2,0.125,separated,Uninterrupted
27,Full,28,3Iron,3,0.125,separated,Uninterrupted
27,Full,28,3Iron,4,0,separated,Uninterrupted
27,Full,28,3Iron,5,0,separated,Uninterrupted
3,Ordered,19,3Iron,-5,0,intact,Interrupted
3,Ordered,19,3Iron,-4,0,intact,Interrupted
3,Ordered,19,3Iron,-3,0,intact,Interrupted
3,Ordered,19,3Iron,-2,0,intact,Interrupted
3,Ordered,19,3Iron,-1,0,intact,Interrupted
3,Ordered,19,3Iron,1,0.272727273,intact,Interrupted
3,Ordered,19,3Iron,2,0.090909091,intact,Interrupted
3,Ordered,19,3Iron,3,0.181818182,intact,Interrupted
3,Ordered,19,3Iron,4,0,intact,Interrupted
3,Ordered,19,3Iron,5,0.090909091,intact,Interrupted
3,Ordered,19,3Iron,-5,0,separated,Interrupted
3,Ordered,19,3Iron,-4,0,separated,Interrupted
3,Ordered,19,3Iron,-3,0,separated,Interrupted
3,Ordered,19,3Iron,-2,0,separated,Interrupted
3,Ordered,19,3Iron,-1,0,separated,Interrupted
3,Ordered,19,3Iron,1,0,separated,Interrupted
3,Ordered,19,3Iron,2,0,separated,Interrupted
3,Ordered,19,3Iron,3,0,separated,Interrupted
3,Ordered,19,3Iron,4,0,separated,Interrupted
3,Ordered,19,3Iron,5,0,separated,Interrupted
57,Jumbled,6,3Iron,-5,0,intact,Jumbled
57,Jumbled,6,3Iron,-4,0,intact,Jumbled
57,Jumbled,6,3Iron,-3,0,intact,Jumbled
57,Jumbled,6,3Iron,-2,0,intact,Jumbled
57,Jumbled,6,3Iron,-1,0,intact,Jumbled
57,Jumbled,6,3Iron,1,0,intact,Jumbled
57,Jumbled,6,3Iron,2,0,intact,Jumbled
57,Jumbled,6,3Iron,3,0,intact,Jumbled
57,Jumbled,6,3Iron,4,0,intact,Jumbled
57,Jumbled,6,3Iron,5,0,intact,Jumbled
57,Jumbled,6,3Iron,-5,0,separated,Jumbled
57,Jumbled,6,3Iron,-4,0,separated,Jumbled
57,Jumbled,6,3Iron,-3,0,separated,Jumbled
57,Jumbled,6,3Iron,-2,0,separated,Jumbled
57,Jumbled,6,3Iron,-1,0,separated,Jumbled
57,Jumbled,6,3Iron,1,0,separated,Jumbled
57,Jumbled,6,3Iron,2,0,separated,Jumbled
57,Jumbled,6,3Iron,3,0,separated,Jumbled
57,Jumbled,6,3Iron,4,0,separated,Jumbled
57,Jumbled,6,3Iron,5,0,separated,Jumbled
65,Full,22,3Iron,-5,0,intact,Uninterrupted
65,Full,22,3Iron,-4,0,intact,Uninterrupted
65,Full,22,3Iron,-3,0,intact,Uninterrupted
65,Full,22,3Iron,-2,0.0625,intact,Uninterrupted
65,Full,22,3Iron,-1,0.0625,intact,Uninterrupted
65,Full,22,3Iron,1,0.651162791,intact,Uninterrupted
65,Full,22,3Iron,2,0.162790698,intact,Uninterrupted
65,Full,22,3Iron,3,0.093023256,intact,Uninterrupted
65,Full,22,3Iron,4,0.023809524,intact,Uninterrupted
65,Full,22,3Iron,5,0,intact,Uninterrupted
65,Full,22,3Iron,-5,0,separated,Uninterrupted
65,Full,22,3Iron,-4,0,separated,Uninterrupted
65,Full,22,3Iron,-3,0,separated,Uninterrupted
65,Full,22,3Iron,-2,0,separated,Uninterrupted
65,Full,22,3Iron,-1,0,separated,Uninterrupted
65,Full,22,3Iron,1,0.166666667,separated,Uninterrupted
65,Full,22,3Iron,2,0.333333333,separated,Uninterrupted
65,Full,22,3Iron,3,0.166666667,separated,Uninterrupted
65,Full,22,3Iron,4,0,separated,Uninterrupted
65,Full,22,3Iron,5,0,separated,Uninterrupted
15,Jumbled,29,3Iron,-5,0,intact,Jumbled
15,Jumbled,29,3Iron,-4,0,intact,Jumbled
15,Jumbled,29,3Iron,-3,0,intact,Jumbled
15,Jumbled,29,3Iron,-2,0,intact,Jumbled
15,Jumbled,29,3Iron,-1,0.2,intact,Jumbled
15,Jumbled,29,3Iron,1,0.285714286,intact,Jumbled
15,Jumbled,29,3Iron,2,0,intact,Jumbled
15,Jumbled,29,3Iron,3,0,intact,Jumbled
15,Jumbled,29,3Iron,4,0.375,intact,Jumbled
15,Jumbled,29,3Iron,5,0,intact,Jumbled
15,Jumbled,29,3Iron,-5,0,separated,Jumbled
15,Jumbled,29,3Iron,-4,0,separated,Jumbled
15,Jumbled,29,3Iron,-3,0,separated,Jumbled
15,Jumbled,29,3Iron,-2,0,separated,Jumbled
15,Jumbled,29,3Iron,-1,0,separated,Jumbled
15,Jumbled,29,3Iron,1,0,separated,Jumbled
15,Jumbled,29,3Iron,2,0,separated,Jumbled
15,Jumbled,29,3Iron,3,0,separated,Jumbled
15,Jumbled,29,3Iron,4,0,separated,Jumbled
15,Jumbled,29,3Iron,5,0,separated,Jumbled
52,Full,29,3Iron,-5,0,intact,Uninterrupted
52,Full,29,3Iron,-4,0,intact,Uninterrupted
52,Full,29,3Iron,-3,0,intact,Uninterrupted
52,Full,29,3Iron,-2,0,intact,Uninterrupted
52,Full,29,3Iron,-1,0,intact,Uninterrupted
52,Full,29,3Iron,1,0.388888889,intact,Uninterrupted
52,Full,29,3Iron,2,0.277777778,intact,Uninterrupted
52,Full,29,3Iron,3,0,intact,Uninterrupted
52,Full,29,3Iron,4,0.166666667,intact,Uninterrupted
52,Full,29,3Iron,5,0.058823529,intact,Uninterrupted
52,Full,29,3Iron,-5,0,separated,Uninterrupted
52,Full,29,3Iron,-4,0,separated,Uninterrupted
52,Full,29,3Iron,-3,0,separated,Uninterrupted
52,Full,29,3Iron,-2,0,separated,Uninterrupted
52,Full,29,3Iron,-1,0,separated,Uninterrupted
52,Full,29,3Iron,1,0.25,separated,Uninterrupted
52,Full,29,3Iron,2,0,separated,Uninterrupted
52,Full,29,3Iron,3,0.25,separated,Uninterrupted
52,Full,29,3Iron,4,0.25,separated,Uninterrupted
52,Full,29,3Iron,5,0,separated,Uninterrupted
6,Jumbled,4,3Iron,-5,0,intact,Jumbled
6,Jumbled,4,3Iron,-4,0,intact,Jumbled
6,Jumbled,4,3Iron,-3,0,intact,Jumbled
6,Jumbled,4,3Iron,-2,0,intact,Jumbled
6,Jumbled,4,3Iron,-1,0,intact,Jumbled
6,Jumbled,4,3Iron,1,0.6,intact,Jumbled
6,Jumbled,4,3Iron,2,0.142857143,intact,Jumbled
6,Jumbled,4,3Iron,3,0.060606061,intact,Jumbled
6,Jumbled,4,3Iron,4,0,intact,Jumbled
6,Jumbled,4,3Iron,5,0,intact,Jumbled
6,Jumbled,4,3Iron,-5,0,separated,Jumbled
6,Jumbled,4,3Iron,-4,0,separated,Jumbled
6,Jumbled,4,3Iron,-3,0,separated,Jumbled
6,Jumbled,4,3Iron,-2,0,separated,Jumbled
6,Jumbled,4,3Iron,-1,0,separated,Jumbled
6,Jumbled,4,3Iron,1,0,separated,Jumbled
6,Jumbled,4,3Iron,2,0.25,separated,Jumbled
6,Jumbled,4,3Iron,3,0,separated,Jumbled
6,Jumbled,4,3Iron,4,0,separated,Jumbled
6,Jumbled,4,3Iron,5,0,separated,Jumbled
22,Ordered,3,3Iron,-5,0,intact,Interrupted
22,Ordered,3,3Iron,-4,0,intact,Interrupted
22,Ordered,3,3Iron,-3,0,intact,Interrupted
22,Ordered,3,3Iron,-2,0,intact,Interrupted
22,Ordered,3,3Iron,-1,0,intact,Interrupted
22,Ordered,3,3Iron,1,0.5,intact,Interrupted
22,Ordered,3,3Iron,2,0.176470588,intact,Interrupted
22,Ordered,3,3Iron,3,0.114285714,intact,Interrupted
22,Ordered,3,3Iron,4,0.03125,intact,Interrupted
22,Ordered,3,3Iron,5,0,intact,Interrupted
22,Ordered,3,3Iron,-5,0,separated,Interrupted
22,Ordered,3,3Iron,-4,0,separated,Interrupted
22,Ordered,3,3Iron,-3,0,separated,Interrupted
22,Ordered,3,3Iron,-2,0,separated,Interrupted
22,Ordered,3,3Iron,-1,0,separated,Interrupted
22,Ordered,3,3Iron,1,1,separated,Interrupted
22,Ordered,3,3Iron,2,0.142857143,separated,Interrupted
22,Ordered,3,3Iron,3,0,separated,Interrupted
22,Ordered,3,3Iron,4,0,separated,Interrupted
22,Ordered,3,3Iron,5,0,separated,Interrupted
81,Ordered,29,3Iron,-5,0.066666667,intact,Interrupted
81,Ordered,29,3Iron,-4,0,intact,Interrupted
81,Ordered,29,3Iron,-3,0,intact,Interrupted
81,Ordered,29,3Iron,-2,0,intact,Interrupted
81,Ordered,29,3Iron,-1,0,intact,Interrupted
81,Ordered,29,3Iron,1,0.658536585,intact,Interrupted
81,Ordered,29,3Iron,2,0.179487179,intact,Interrupted
81,Ordered,29,3Iron,3,0.052631579,intact,Interrupted
81,Ordered,29,3Iron,4,0.027027027,intact,Interrupted
81,Ordered,29,3Iron,5,0.027027027,intact,Interrupted
81,Ordered,29,3Iron,-5,0,separated,Interrupted
81,Ordered,29,3Iron,-4,0,separated,Interrupted
81,Ordered,29,3Iron,-3,0,separated,Interrupted
81,Ordered,29,3Iron,-2,0,separated,Interrupted
81,Ordered,29,3Iron,-1,0,separated,Interrupted
81,Ordered,29,3Iron,1,0.8,separated,Interrupted
81,Ordered,29,3Iron,2,0,separated,Interrupted
81,Ordered,29,3Iron,3,0,separated,Interrupted
81,Ordered,29,3Iron,4,0.166666667,separated,Interrupted
81,Ordered,29,3Iron,5,0,separated,Interrupted
10,Jumbled,10,3Iron,-5,0,intact,Jumbled
10,Jumbled,10,3Iron,-4,0,intact,Jumbled
10,Jumbled,10,3Iron,-3,0,intact,Jumbled
10,Jumbled,10,3Iron,-2,0.0625,intact,Jumbled
10,Jumbled,10,3Iron,-1,0,intact,Jumbled
10,Jumbled,10,3Iron,1,0.551724138,intact,Jumbled
10,Jumbled,10,3Iron,2,0.074074074,intact,Jumbled
10,Jumbled,10,3Iron,3,0,intact,Jumbled
10,Jumbled,10,3Iron,4,0.035714286,intact,Jumbled
10,Jumbled,10,3Iron,5,0,intact,Jumbled
10,Jumbled,10,3Iron,-5,0,separated,Jumbled
10,Jumbled,10,3Iron,-4,0,separated,Jumbled
10,Jumbled,10,3Iron,-3,0,separated,Jumbled
10,Jumbled,10,3Iron,-2,0,separated,Jumbled
10,Jumbled,10,3Iron,-1,0,separated,Jumbled
10,Jumbled,10,3Iron,1,0.2,separated,Jumbled
10,Jumbled,10,3Iron,2,0,separated,Jumbled
10,Jumbled,10,3Iron,3,0,separated,Jumbled
10,Jumbled,10,3Iron,4,0,separated,Jumbled
10,Jumbled,10,3Iron,5,0,separated,Jumbled
60,Jumbled,5,3Iron,-5,0,intact,Jumbled
60,Jumbled,5,3Iron,-4,0,intact,Jumbled
60,Jumbled,5,3Iron,-3,0,intact,Jumbled
60,Jumbled,5,3Iron,-2,0.052631579,intact,Jumbled
60,Jumbled,5,3Iron,-1,0,intact,Jumbled
60,Jumbled,5,3Iron,1,0.764705882,intact,Jumbled
60,Jumbled,5,3Iron,2,0.032258065,intact,Jumbled
60,Jumbled,5,3Iron,3,0.03030303,intact,Jumbled
60,Jumbled,5,3Iron,4,0.03125,intact,Jumbled
60,Jumbled,5,3Iron,5,0.03125,intact,Jumbled
60,Jumbled,5,3Iron,-5,0,separated,Jumbled
60,Jumbled,5,3Iron,-4,0,separated,Jumbled
60,Jumbled,5,3Iron,-3,0,separated,Jumbled
60,Jumbled,5,3Iron,-2,0,separated,Jumbled
60,Jumbled,5,3Iron,-1,0,separated,Jumbled
60,Jumbled,5,3Iron,1,0.333333333,separated,Jumbled
60,Jumbled,5,3Iron,2,0,separated,Jumbled
60,Jumbled,5,3Iron,3,0.333333333,separated,Jumbled
60,Jumbled,5,3Iron,4,0,separated,Jumbled
60,Jumbled,5,3Iron,5,0,separated,Jumbled
75,Jumbled,25,3Iron,-5,0,intact,Jumbled
75,Jumbled,25,3Iron,-4,0,intact,Jumbled
75,Jumbled,25,3Iron,-3,0,intact,Jumbled
75,Jumbled,25,3Iron,-2,0,intact,Jumbled
75,Jumbled,25,3Iron,-1,0,intact,Jumbled
75,Jumbled,25,3Iron,1,0.375,intact,Jumbled
75,Jumbled,25,3Iron,2,0.333333333,intact,Jumbled
75,Jumbled,25,3Iron,3,0,intact,Jumbled
75,Jumbled,25,3Iron,4,0,intact,Jumbled
75,Jumbled,25,3Iron,5,0,intact,Jumbled
75,Jumbled,25,3Iron,-5,0,separated,Jumbled
75,Jumbled,25,3Iron,-4,0,separated,Jumbled
75,Jumbled,25,3Iron,-3,0.25,separated,Jumbled
75,Jumbled,25,3Iron,-2,0,separated,Jumbled
75,Jumbled,25,3Iron,-1,0,separated,Jumbled
75,Jumbled,25,3Iron,1,0.2,separated,Jumbled
75,Jumbled,25,3Iron,2,0,separated,Jumbled
75,Jumbled,25,3Iron,3,0,separated,Jumbled
75,Jumbled,25,3Iron,4,0,separated,Jumbled
75,Jumbled,25,3Iron,5,0,separated,Jumbled
88,Ordered,17,3Iron,-5,0,intact,Interrupted
88,Ordered,17,3Iron,-4,0,intact,Interrupted
88,Ordered,17,3Iron,-3,0,intact,Interrupted
88,Ordered,17,3Iron,-2,0,intact,Interrupted
88,Ordered,17,3Iron,-1,0.071428571,intact,Interrupted
88,Ordered,17,3Iron,1,0.533333333,intact,Interrupted
88,Ordered,17,3Iron,2,0.258064516,intact,Interrupted
88,Ordered,17,3Iron,3,0.096774194,intact,Interrupted
88,Ordered,17,3Iron,4,0.064516129,intact,Interrupted
88,Ordered,17,3Iron,5,0,intact,Interrupted
88,Ordered,17,3Iron,-5,0,separated,Interrupted
88,Ordered,17,3Iron,-4,0,separated,Interrupted
88,Ordered,17,3Iron,-3,0,separated,Interrupted
88,Ordered,17,3Iron,-2,0,separated,Interrupted
88,Ordered,17,3Iron,-1,0,separated,Interrupted
88,Ordered,17,3Iron,1,0.625,separated,Interrupted
88,Ordered,17,3Iron,2,0.125,separated,Interrupted
88,Ordered,17,3Iron,3,0,separated,Interrupted
88,Ordered,17,3Iron,4,0.125,separated,Interrupted
88,Ordered,17,3Iron,5,0,separated,Interrupted
94,Jumbled,31,3Iron,-5,0.0625,intact,Jumbled
94,Jumbled,31,3Iron,-4,0,intact,Jumbled
94,Jumbled,31,3Iron,-3,0,intact,Jumbled
94,Jumbled,31,3Iron,-2,0.066666667,intact,Jumbled
94,Jumbled,31,3Iron,-1,0.071428571,intact,Jumbled
94,Jumbled,31,3Iron,1,0.516129032,intact,Jumbled
94,Jumbled,31,3Iron,2,0.133333333,intact,Jumbled
94,Jumbled,31,3Iron,3,0.133333333,intact,Jumbled
94,Jumbled,31,3Iron,4,0,intact,Jumbled
94,Jumbled,31,3Iron,5,0,intact,Jumbled
94,Jumbled,31,3Iron,-5,0,separated,Jumbled
94,Jumbled,31,3Iron,-4,0,separated,Jumbled
94,Jumbled,31,3Iron,-3,0,separated,Jumbled
94,Jumbled,31,3Iron,-2,0,separated,Jumbled
94,Jumbled,31,3Iron,-1,0,separated,Jumbled
94,Jumbled,31,3Iron,1,0.5,separated,Jumbled
94,Jumbled,31,3Iron,2,0,separated,Jumbled
94,Jumbled,31,3Iron,3,0,separated,Jumbled
94,Jumbled,31,3Iron,4,0,separated,Jumbled
94,Jumbled,31,3Iron,5,0,separated,Jumbled
69,Full,14,3Iron,-5,0,intact,Uninterrupted
69,Full,14,3Iron,-4,0,intact,Uninterrupted
69,Full,14,3Iron,-3,0,intact,Uninterrupted
69,Full,14,3Iron,-2,0.0625,intact,Uninterrupted
69,Full,14,3Iron,-1,0.066666667,intact,Uninterrupted
69,Full,14,3Iron,1,0.529411765,intact,Uninterrupted
69,Full,14,3Iron,2,0.121212121,intact,Uninterrupted
69,Full,14,3Iron,3,0.205882353,intact,Uninterrupted
69,Full,14,3Iron,4,0.03030303,intact,Uninterrupted
69,Full,14,3Iron,5,0.03030303,intact,Uninterrupted
69,Full,14,3Iron,-5,0,separated,Uninterrupted
69,Full,14,3Iron,-4,0.333333333,separated,Uninterrupted
69,Full,14,3Iron,-3,0,separated,Uninterrupted
69,Full,14,3Iron,-2,0,separated,Uninterrupted
69,Full,14,3Iron,-1,0,separated,Uninterrupted
69,Full,14,3Iron,1,0.2,separated,Uninterrupted
69,Full,14,3Iron,2,0.2,separated,Uninterrupted
69,Full,14,3Iron,3,0,separated,Uninterrupted
69,Full,14,3Iron,4,0.4,separated,Uninterrupted
69,Full,14,3Iron,5,0,separated,Uninterrupted
19,Full,9,3Iron,-5,0,intact,Uninterrupted
19,Full,9,3Iron,-4,0,intact,Uninterrupted
19,Full,9,3Iron,-3,0,intact,Uninterrupted
19,Full,9,3Iron,-2,0.052631579,intact,Uninterrupted
19,Full,9,3Iron,-1,0,intact,Uninterrupted
19,Full,9,3Iron,1,0.5,intact,Uninterrupted
19,Full,9,3Iron,2,0.035714286,intact,Uninterrupted
19,Full,9,3Iron,3,0.071428571,intact,Uninterrupted
19,Full,9,3Iron,4,0,intact,Uninterrupted
19,Full,9,3Iron,5,0,intact,Uninterrupted
19,Full,9,3Iron,-5,0,separated,Uninterrupted
19,Full,9,3Iron,-4,0,separated,Uninterrupted
19,Full,9,3Iron,-3,0.5,separated,Uninterrupted
19,Full,9,3Iron,-2,0,separated,Uninterrupted
19,Full,9,3Iron,-1,0,separated,Uninterrupted
19,Full,9,3Iron,1,0,separated,Uninterrupted
19,Full,9,3Iron,2,0.25,separated,Uninterrupted
19,Full,9,3Iron,3,0.25,separated,Uninterrupted
19,Full,9,3Iron,4,0,separated,Uninterrupted
19,Full,9,3Iron,5,0,separated,Uninterrupted
47,Ordered,1,3Iron,-5,0,intact,Interrupted
47,Ordered,1,3Iron,-4,0,intact,Interrupted
47,Ordered,1,3Iron,-3,0,intact,Interrupted
47,Ordered,1,3Iron,-2,0,intact,Interrupted
47,Ordered,1,3Iron,-1,0.285714286,intact,Interrupted
47,Ordered,1,3Iron,1,0.777777778,intact,Interrupted
47,Ordered,1,3Iron,2,0.127659574,intact,Interrupted
47,Ordered,1,3Iron,3,0.042553191,intact,Interrupted
47,Ordered,1,3Iron,4,0.022222222,intact,Interrupted
47,Ordered,1,3Iron,5,0,intact,Interrupted
47,Ordered,1,3Iron,-5,0,separated,Interrupted
47,Ordered,1,3Iron,-4,0,separated,Interrupted
47,Ordered,1,3Iron,-3,0,separated,Interrupted
47,Ordered,1,3Iron,-2,0,separated,Interrupted
47,Ordered,1,3Iron,-1,0,separated,Interrupted
47,Ordered,1,3Iron,1,0.571428571,separated,Interrupted
47,Ordered,1,3Iron,2,0.142857143,separated,Interrupted
47,Ordered,1,3Iron,3,0.25,separated,Interrupted
47,Ordered,1,3Iron,4,0,separated,Interrupted
47,Ordered,1,3Iron,5,0.142857143,separated,Interrupted
37,Full,15,3Iron,-5,0,intact,Uninterrupted
37,Full,15,3Iron,-4,0,intact,Uninterrupted
37,Full,15,3Iron,-3,0,intact,Uninterrupted
37,Full,15,3Iron,-2,0,intact,Uninterrupted
37,Full,15,3Iron,-1,0,intact,Uninterrupted
37,Full,15,3Iron,1,0.564102564,intact,Uninterrupted
37,Full,15,3Iron,2,0.243243243,intact,Uninterrupted
37,Full,15,3Iron,3,0.078947368,intact,Uninterrupted
37,Full,15,3Iron,4,0.027777778,intact,Uninterrupted
37,Full,15,3Iron,5,0,intact,Uninterrupted
37,Full,15,3Iron,-5,0,separated,Uninterrupted
37,Full,15,3Iron,-4,0,separated,Uninterrupted
37,Full,15,3Iron,-3,0,separated,Uninterrupted
37,Full,15,3Iron,-2,0,separated,Uninterrupted
37,Full,15,3Iron,-1,0,separated,Uninterrupted
37,Full,15,3Iron,1,0.666666667,separated,Uninterrupted
37,Full,15,3Iron,2,0.142857143,separated,Uninterrupted
37,Full,15,3Iron,3,0,separated,Uninterrupted
37,Full,15,3Iron,4,0.142857143,separated,Uninterrupted
37,Full,15,3Iron,5,0.142857143,separated,Uninterrupted
8,Ordered,5,3Iron,-5,0,intact,Interrupted
8,Ordered,5,3Iron,-4,0,intact,Interrupted
8,Ordered,5,3Iron,-3,0,intact,Interrupted
8,Ordered,5,3Iron,-2,0.066666667,intact,Interrupted
8,Ordered,5,3Iron,-1,0,intact,Interrupted
8,Ordered,5,3Iron,1,0.56,intact,Interrupted
8,Ordered,5,3Iron,2,0.086956522,intact,Interrupted
8,Ordered,5,3Iron,3,0.153846154,intact,Interrupted
8,Ordered,5,3Iron,4,0.041666667,intact,Interrupted
8,Ordered,5,3Iron,5,0.04,intact,Interrupted
8,Ordered,5,3Iron,-5,0,separated,Interrupted
8,Ordered,5,3Iron,-4,0.166666667,separated,Interrupted
8,Ordered,5,3Iron,-3,0,separated,Interrupted
8,Ordered,5,3Iron,-2,0,separated,Interrupted
8,Ordered,5,3Iron,-1,0,separated,Interrupted
8,Ordered,5,3Iron,1,0.285714286,separated,Interrupted
8,Ordered,5,3Iron,2,0,separated,Interrupted
8,Ordered,5,3Iron,3,0.142857143,separated,Interrupted
8,Ordered,5,3Iron,4,0.142857143,separated,Interrupted
8,Ordered,5,3Iron,5,0,separated,Interrupted
72,Full,31,3Iron,-5,0,intact,Uninterrupted
